2025-12-22 09:31:06.882 | INFO     | __main__:<module>:21 - 🐭 RATO GARIMPEIRO (MODO AGRESSIVO) ATIVADO!
2025-12-22 09:31:07.216 | SUCCESS  | src.core.ai_brain:__init__:26 - 🤖 Cérebro Híbrido: Gemini + Groq (Backup) Ativados!
2025-12-22 09:31:07.216 | SUCCESS  | __main__:<module>:29 - ✅ Core OK!
2025-12-22 09:31:07.216 | SUCCESS  | __main__:<module>:44 - 🐦 X OK!
2025-12-22 09:31:08.972 | SUCCESS  | __main__:main:190 - 🚀 Rodando em 34 fontes.
2025-12-22 09:32:09.730 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: SHOPEE
2025-12-22 09:32:09.907 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 1
2025-12-22 09:32:09.908 | INFO     | __main__:trabalhador_da_fila:81 - 🤖 Gerando legenda 'Vendedor Agressivo' para: SHOPEE...
2025-12-22 09:32:16.692 | INFO     | __main__:trabalhador_da_fila:88 - 🚀 Enviando oferta processada: SHOPEE
2025-12-22 09:32:20.745 | SUCCESS  | src.infrastructure.whatsapp_client:enviar_oferta:53 - ✅ Mídia enviada (/send/media) para 120363422860849054@g.us
2025-12-22 09:32:20.745 | SUCCESS  | __main__:trabalhador_da_fila:94 - 📱 WhatsApp OK! (Fila: 0 restantes)
2025-12-22 09:32:21.389 | SUCCESS  | __main__:trabalhador_da_fila:108 - 🐦 Tweet enviado!
2025-12-22 09:32:22.396 | INFO     | __main__:trabalhador_da_fila:131 - ⏳ Aguardando 3 minutos para a próxima...
2025-12-22 09:33:09.283 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:33:12.863 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 1
2025-12-22 09:34:09.110 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: MERCADO LIVRE
2025-12-22 09:34:09.470 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:34:09.836 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 2
2025-12-22 09:35:09.084 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:35:09.105 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: MERCADO LIVRE
2025-12-22 09:35:09.144 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:35:09.413 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:35:09.858 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 3
2025-12-22 09:35:10.087 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 4
2025-12-22 09:35:22.411 | INFO     | __main__:trabalhador_da_fila:81 - 🤖 Gerando legenda 'Vendedor Agressivo' para: AMAZON...
2025-12-22 09:35:29.863 | INFO     | __main__:trabalhador_da_fila:88 - 🚀 Enviando oferta processada: AMAZON
2025-12-22 09:35:32.026 | SUCCESS  | src.infrastructure.whatsapp_client:enviar_oferta:53 - ✅ Mídia enviada (/send/media) para 120363422860849054@g.us
2025-12-22 09:35:32.026 | SUCCESS  | __main__:trabalhador_da_fila:94 - 📱 WhatsApp OK! (Fila: 3 restantes)
2025-12-22 09:35:32.040 | WARNING  | __main__:trabalhador_da_fila:115 - 🐦 Erro Twitter: ('Connection aborted.', ConnectionResetError(10054, 'Foi forçado o cancelamento de uma conexão existente pelo host remoto', None, 10054, None))
2025-12-22 09:35:33.043 | INFO     | __main__:trabalhador_da_fila:131 - ⏳ Aguardando 3 minutos para a próxima...
2025-12-22 09:36:09.185 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: MERCADO LIVRE
2025-12-22 09:36:09.203 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:36:09.246 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: MERCADO LIVRE
2025-12-22 09:36:09.884 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:37:09.187 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:37:09.554 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 4
2025-12-22 09:38:09.434 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:38:11.141 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:38:12.255 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 5
2025-12-22 09:38:17.830 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:38:33.052 | INFO     | __main__:trabalhador_da_fila:81 - 🤖 Gerando legenda 'Vendedor Agressivo' para: AMAZON...
2025-12-22 09:38:39.122 | INFO     | __main__:trabalhador_da_fila:88 - 🚀 Enviando oferta processada: AMAZON
2025-12-22 09:38:41.151 | SUCCESS  | src.infrastructure.whatsapp_client:enviar_oferta:53 - ✅ Mídia enviada (/send/media) para 120363422860849054@g.us
2025-12-22 09:38:41.152 | SUCCESS  | __main__:trabalhador_da_fila:94 - 📱 WhatsApp OK! (Fila: 4 restantes)
2025-12-22 09:38:41.767 | SUCCESS  | __main__:trabalhador_da_fila:108 - 🐦 Tweet enviado!
2025-12-22 09:38:42.772 | INFO     | __main__:trabalhador_da_fila:131 - ⏳ Aguardando 3 minutos para a próxima...
2025-12-22 09:40:09.912 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:40:10.343 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:40:10.405 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:40:10.990 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 5
2025-12-22 09:40:12.176 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:41:09.345 | WARNING  | __main__:processar_oferta:150 - 🚫 Bloqueado: None
2025-12-22 09:41:10.995 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:41:12.092 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 6
2025-12-22 09:41:12.522 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
2025-12-22 09:41:13.424 | INFO     | __main__:processar_oferta:171 - 📥 Adicionado à fila. Posição: 7
2025-12-22 09:41:42.782 | INFO     | __main__:trabalhador_da_fila:81 - 🤖 Gerando legenda 'Vendedor Agressivo' para: AMAZON...
2025-12-22 09:41:49.791 | INFO     | __main__:trabalhador_da_fila:88 - 🚀 Enviando oferta processada: AMAZON
2025-12-22 09:41:52.591 | SUCCESS  | src.infrastructure.whatsapp_client:enviar_oferta:53 - ✅ Mídia enviada (/send/media) para 120363422860849054@g.us
2025-12-22 09:41:52.591 | SUCCESS  | __main__:trabalhador_da_fila:94 - 📱 WhatsApp OK! (Fila: 6 restantes)
2025-12-22 09:41:52.606 | WARNING  | __main__:trabalhador_da_fila:115 - 🐦 Erro Twitter: ('Connection aborted.', ConnectionResetError(10054, 'Foi forçado o cancelamento de uma conexão existente pelo host remoto', None, 10054, None))
2025-12-22 09:41:53.607 | INFO     | __main__:trabalhador_da_fila:131 - ⏳ Aguardando 3 minutos para a próxima...
2025-12-22 09:42:09.127 | INFO     | __main__:processar_oferta:153 - 🔎 Captado: AMAZON
